humanratings,mainrel,rstpostprob79,rstpostprob9,subrel,wordpair
"[0.         0.         0.         0.00110299 0.09720116 0.00110299
 0.         0.         0.        ]",2,"[0.45097556 0.04042225 0.16927654 0.43403274 0.17286449 0.66087457
 0.24096457 0.41156549 0.25487486 0.07705415 0.51619749 0.62842459
 0.25176708 0.20064983 0.53670171 0.8669063  0.81671088 0.10482318
 0.16771693 0.7367728  0.75947144 0.83789679 0.51528528 0.65540037
 0.7772332  0.55568041 0.78018828 0.57427495 0.49044529 0.76135609
 0.0978539  0.46006962 0.20081275 0.17845926 0.08438393 0.43304162
 0.35878327 0.5890294  0.04366869 0.44090196 0.0294188  0.43971294
 0.00254127 0.46926935 0.04253059 0.24308368 0.13030566 0.40643779
 0.06641714 0.27528261 0.03827332 0.22064574 0.00671723 0.03787624
 0.12900532 0.31560718 0.16274609 0.19385461 0.18920069 0.80395804
 0.31092981 0.0307591  0.29508973 0.01319561 0.35082589 0.32789252
 0.01456145 0.43721231 0.07798576 0.21375652 0.02551135 0.1523302
 0.01198444 0.36596872 0.01175839 0.08289371 0.0306742  0.15306462
 0.15197916]","[0.8669063  0.75947144 0.51528528 0.7772332  0.78018828 0.76135609
 0.16274609 0.19385461 0.80395804]",5,left:right
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.02911296 0.00110299]",3,"[0.23009151 0.07993045 0.10579983 0.20023271 0.43032672 0.46441581
 0.24544537 0.39273894 0.09453244 0.5178467  0.50315113 0.21213133
 0.35413107 0.45437168 0.41904272 0.14232592 0.07378202 0.11674372
 0.02058135 0.07630061 0.52162662 0.15010422 0.37047216 0.18290625
 0.49290792 0.22602285 0.18589933 0.57916493 0.44622368 0.38011748
 0.56450548 0.0305517  0.33254363 0.08052984 0.01161945 0.67859935
 0.47168604 0.33659306 0.00633673 0.18390624 0.42215154 0.45122889
 0.57547803 0.02873048 0.64983614 0.69250659 0.15753994 0.21109691
 0.44269027 0.14679264 0.45571416 0.02389764 0.02012536 0.2002853
 0.57594772 0.21640967 0.03723447 0.87343671 0.39828162 0.34122544
 0.41777105 0.02438998 0.65698083 0.00303898 0.1434293  0.39128148
 0.27296495 0.037338   0.59828596 0.1895599  0.67728666 0.06942536
 0.23344861 0.54614336 0.024438   0.20437774 0.12421298 0.01363813
 0.33508417]","[0.14232592 0.52162662 0.37047216 0.49290792 0.18589933 0.38011748
 0.03723447 0.87343671 0.34122544]",8,loneliness:socialize
"[0.         0.         0.         0.         0.         0.
 0.11389058 0.00110299 0.00110299]",3,"[0.06863189 0.0435754  0.09517407 0.07767105 0.10123756 0.07844579
 0.14063227 0.04651515 0.09435169 0.05879802 0.10782528 0.0543809
 0.06648954 0.15195677 0.18723436 0.07326265 0.00621365 0.14542133
 0.09392763 0.07328631 0.06704303 0.04515533 0.07683231 0.13554042
 0.08022738 0.07467859 0.11283276 0.08185842 0.11582171 0.12245521
 0.16256285 0.13100847 0.05659359 0.13614677 0.13594309 0.03441613
 0.0604271  0.18231551 0.05052771 0.08455227 0.07908347 0.10248324
 0.19938098 0.09878059 0.18565543 0.07523737 0.09525499 0.01726911
 0.01481219 0.0809433  0.01395361 0.02836723 0.11201566 0.13472623
 0.07196442 0.01070239 0.85837422 0.06328844 0.37876295 0.18355904
 0.13154806 0.69384861 0.40387953 0.26586065 0.08502126 0.11033545
 0.16837337 0.10527693 0.08483949 0.01621828 0.07664352 0.15893587
 0.09532956 0.15460399 0.24061654 0.09350666 0.03965316 0.03388028
 0.09192731]","[0.07326265 0.06704303 0.07683231 0.08022738 0.11283276 0.12245521
 0.85837422 0.06328844 0.18355904]",7,loss:grief
"[0.         0.         0.         0.00110299 0.00110299 0.01926164
 0.         0.         0.        ]",2,"[0.21417462 0.58187323 0.15170543 0.08381643 0.22912394 0.66666381
 0.53490314 0.43752084 0.62153538 0.30789242 0.50564868 0.41230614
 0.05724346 0.54781078 0.43969295 0.60986935 0.50123646 0.64793341
 0.36613108 0.17388922 0.72836069 0.48900205 0.02811923 0.49788288
 0.75968082 0.72223181 0.64654856 0.83255299 0.70633124 0.8306504
 0.26466536 0.70089733 0.11798895 0.46145883 0.73664224 0.01250006
 0.18941778 0.71375219 0.37221256 0.63796307 0.74053687 0.44596866
 0.64823203 0.248005   0.2818657  0.73589205 0.53744883 0.55360984
 0.05044982 0.61001848 0.05423362 0.39150695 0.2794453  0.37581202
 0.57912579 0.20461143 0.61612814 0.36915363 0.09585011 0.67426267
 0.04985833 0.6422885  0.0599162  0.27527582 0.32593534 0.23506397
 0.0576768  0.04058181 0.16089054 0.25700385 0.56347728 0.15474323
 0.04849483 0.51669557 0.73733101 0.65319319 0.38050004 0.04873692
 0.32122686]","[0.60986935 0.72836069 0.02811923 0.75968082 0.64654856 0.8306504
 0.61612814 0.36915363 0.67426267]",6,loud:discreet
"[0.         0.         0.         0.00110299 0.00110299 0.09630819
 0.         0.         0.        ]",2,"[0.51648507 0.20109118 0.25185183 0.53149923 0.39067399 0.56541117
 0.09134742 0.06982635 0.42506643 0.13142327 0.34504767 0.15145655
 0.38615901 0.34030343 0.27323044 0.65497022 0.6891547  0.70378339
 0.40002365 0.19361739 0.69441108 0.57907642 0.6879366  0.74208185
 0.78423057 0.53229473 0.79169636 0.34277593 0.62986307 0.8610141
 0.44296535 0.000885   0.58884105 0.12673128 0.31529345 0.09334418
 0.83780826 0.00357418 0.00620056 0.15558308 0.22342154 0.36540838
 0.50527246 0.53154187 0.27469694 0.56036595 0.00447832 0.57871348
 0.12923524 0.13028099 0.07503513 0.56775402 0.01052523 0.26852286
 0.13104224 0.58415036 0.17163327 0.20531108 0.2805983  0.15319727
 0.18463595 0.23556447 0.07647831 0.08695712 0.42223587 0.18759241
 0.0262418  0.39894377 0.2312881  0.27102416 0.3504273  0.47730207
 0.23078943 0.36147006 0.00481858 0.13543562 0.01386808 0.08158271
 0.23261892]","[0.65497022 0.69441108 0.6879366  0.78423057 0.79169636 0.8610141
 0.17163327 0.20531108 0.15319727]",6,low:up
"[0.00110299 0.00110299 0.09785203 0.         0.         0.
 0.         0.         0.        ]",1,"[0.01440455 0.12113041 0.05466452 0.53488118 0.24001877 0.03673295
 0.57074294 0.73433822 0.61512098 0.22168665 0.02613372 0.35367414
 0.33084939 0.55029277 0.06622725 0.51630154 0.6915243  0.51387523
 0.39598925 0.31626813 0.64903268 0.45297517 0.86939181 0.48740541
 0.61715318 0.11025317 0.71287503 0.00312128 0.39252803 0.62211552
 0.17549666 0.31187153 0.24036993 0.05283271 0.18465148 0.09063448
 0.62247161 0.12924875 0.2687496  0.48313627 0.49838617 0.16140132
 0.5112661  0.46574406 0.0635     0.05020943 0.04859401 0.6899996
 0.50057589 0.33001112 0.14985444 0.399277   0.37722472 0.61233019
 0.39863979 0.10377591 0.36617599 0.28042128 0.24793039 0.14552007
 0.00958769 0.1195535  0.03465885 0.19573726 0.61360169 0.49690665
 0.13971695 0.68616202 0.50332678 0.44780659 0.10781573 0.3933699
 0.08770213 0.3204491  0.30648924 0.1961719  0.36181861 0.14100084
 0.34247467]","[0.51630154 0.64903268 0.86939181 0.61715318 0.71287503 0.62211552
 0.36617599 0.28042128 0.14552007]",3,lower:volume
"[0.         0.         0.         0.00110299 0.00110299 0.0834671
 0.         0.         0.        ]",2,"[0.05737388 0.3182595  0.44463394 0.60310261 0.51860505 0.31743071
 0.61318027 0.37183468 0.29760823 0.0454452  0.52619937 0.46691069
 0.02478923 0.17106573 0.14677113 0.69047756 0.65677335 0.12655316
 0.03129133 0.28896436 0.52243112 0.65724129 0.15458253 0.61566001
 0.69204358 0.5001207  0.45522623 0.38820021 0.37385678 0.83745987
 0.16659888 0.16923959 0.16281433 0.03528059 0.02851943 0.03809197
 0.17116858 0.60071305 0.19825812 0.63984443 0.37299759 0.24967568
 0.11398713 0.50568831 0.0351609  0.23673165 0.10502208 0.57462196
 0.18515838 0.4805743  0.11704762 0.13677104 0.11230238 0.67252231
 0.0358851  0.01371814 0.03613234 0.36012661 0.10383082 0.0183366
 0.10519048 0.02497473 0.27706209 0.01197014 0.14950336 0.01136741
 0.13760456 0.18381483 0.47805618 0.37769727 0.37957714 0.45290252
 0.48239348 0.00831923 0.03817777 0.45179871 0.49878655 0.00958178
 0.43025112]","[0.69047756 0.52243112 0.15458253 0.69204358 0.45522623 0.83745987
 0.03613234 0.36012661 0.0183366 ]",6,majority:small
"[0.04951721 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.0037878  0.00593755 0.07356292 0.19923201 0.15981443 0.50552211
 0.10015134 0.12390909 0.38057625 0.42445499 0.0677364  0.68404883
 0.31696499 0.01076405 0.03744025 0.84908537 0.50497273 0.19663323
 0.36490895 0.14370967 0.3958395  0.75460816 0.43718832 0.61362147
 0.64874237 0.62239288 0.61944406 0.62549662 0.19245659 0.69356322
 0.02357599 0.56059497 0.32656403 0.38737037 0.17470829 0.04791727
 0.21293769 0.00574812 0.75291679 0.62215599 0.15132763 0.3748235
 0.10413366 0.39988925 0.02226753 0.49536536 0.46394175 0.6667076
 0.07362437 0.60469438 0.10071001 0.63445814 0.19421509 0.03482304
 0.30678009 0.55932748 0.16466101 0.02526136 0.12450755 0.28704434
 0.136113   0.10908742 0.10601707 0.0556539  0.23163247 0.14446218
 0.25854907 0.35813891 0.14158423 0.29421013 0.10340731 0.50051485
 0.32214588 0.05165749 0.45067733 0.20702033 0.31171321 0.04866191
 0.37501772]","[0.84908537 0.3958395  0.43718832 0.64874237 0.61944406 0.69356322
 0.16466101 0.02526136 0.28704434]",1,make:manufacture
"[0.         0.         0.         0.         0.         0.
 0.00110299 0.0181956  0.00110299]",3,"[5.85904569e-02 3.81457936e-02 2.53111970e-01 1.89272255e-01
 8.12589507e-02 1.15126225e-01 2.83281354e-01 4.49414556e-01
 2.45786938e-01 3.29657623e-01 5.54065391e-01 4.49663646e-01
 5.63335304e-02 2.32187304e-01 4.87909867e-01 1.39782340e-01
 6.37083570e-01 5.49049040e-01 4.64796906e-01 8.93411413e-03
 6.56714959e-01 5.01958312e-01 6.59466979e-01 4.32694243e-03
 3.40821340e-01 3.65170730e-01 1.66037098e-01 4.84572626e-01
 4.88797329e-01 4.23812701e-01 6.26717594e-01 4.62913652e-02
 5.08432009e-01 1.91191325e-03 6.37376515e-04 5.91081713e-01
 3.18295985e-01 2.97792206e-02 3.34931544e-02 6.69581685e-02
 4.62937509e-01 5.30590847e-01 7.72282171e-01 7.45123585e-03
 4.21562181e-01 7.63254546e-01 2.19939178e-01 1.61160230e-02
 2.73681981e-01 5.47938830e-01 3.49972934e-01 9.39933929e-02
 2.45909396e-01 1.08482795e-01 4.44033377e-01 5.17322059e-01
 6.84891658e-01 8.74233547e-01 4.63863505e-01 1.41237898e-01
 3.69238517e-01 1.15914356e-01 1.00801820e-01 1.93747986e-02
 2.61708695e-01 1.49846895e-01 7.08629143e-02 1.09341049e-01
 5.44778514e-01 8.17768753e-02 6.20030234e-01 5.72590032e-01
 5.70924267e-01 2.04819235e-01 6.26399204e-04 1.63187486e-01
 1.81593748e-01 2.29667119e-01 2.20873847e-01]","[0.13978234 0.65671496 0.65946698 0.34082134 0.1660371  0.4238127
 0.68489166 0.87423355 0.1412379 ]",8,nervousness:sweat
"[0.         0.         0.         0.00110299 0.08934234 0.00110299
 0.         0.         0.        ]",2,"[2.74671668e-01 2.24882507e-01 3.97478771e-01 4.85387778e-01
 3.48930715e-01 5.35161568e-01 4.18570905e-01 5.76369288e-01
 3.00669975e-01 1.65735315e-01 5.68095003e-01 6.06349257e-01
 5.78814057e-01 8.50204413e-02 1.14140162e-01 8.19671220e-01
 8.36228972e-01 2.35101981e-01 2.88170448e-01 7.50710902e-01
 7.17844852e-01 8.20323499e-01 3.87214500e-01 7.75710803e-01
 7.33131997e-01 4.78000358e-01 8.57113220e-01 3.84725287e-01
 3.65363353e-01 7.31017279e-01 9.53515191e-03 2.52103836e-01
 2.53992587e-01 1.26675865e-01 2.00803536e-01 2.95841687e-01
 4.14851370e-01 1.15914330e-01 3.39619542e-01 5.57094802e-01
 7.07906155e-04 2.92145759e-01 1.18694241e-06 7.66805990e-01
 9.59234073e-03 2.80338415e-02 7.53636391e-03 6.63539380e-01
 1.08861097e-01 2.69112382e-01 5.10028229e-02 1.63123950e-01
 1.55242709e-03 1.25392623e-01 1.19209642e-01 1.05930097e-01
 6.27995194e-03 3.82810710e-02 1.04357748e-02 2.31840453e-01
 1.98633656e-01 6.58286217e-02 1.07658961e-01 4.37764464e-03
 3.17403500e-01 1.60732060e-01 1.64311215e-01 1.42678327e-01
 4.91650193e-03 1.39855497e-01 3.13550103e-02 5.73805344e-01
 3.90646701e-02 3.54968691e-02 4.10513975e-02 7.26215536e-02
 2.94167815e-01 1.36059150e-01 3.56689985e-02]","[0.81967122 0.71784485 0.3872145  0.733132   0.85711322 0.73101728
 0.00627995 0.03828107 0.23184045]",5,north:south
"[0.         0.         0.         0.00110299 0.00110299 0.01894061
 0.         0.         0.        ]",2,"[0.60425333 0.19599853 0.5798665  0.33915673 0.18222612 0.33376695
 0.22105466 0.2874138  0.19884657 0.21521527 0.47043363 0.05695386
 0.12478409 0.42235499 0.14258941 0.03462129 0.00224033 0.06443574
 0.4288394  0.10164096 0.05962391 0.00870105 0.56117955 0.01023623
 0.00177232 0.28373046 0.01318542 0.33394894 0.31358065 0.78175461
 0.3978406  0.65047334 0.4676608  0.30663156 0.44550587 0.13900985
 0.19980741 0.39642258 0.47009573 0.09977836 0.56740569 0.45552226
 0.47208893 0.03032057 0.3195175  0.37992568 0.60567162 0.00984821
 0.04952886 0.08481193 0.06592527 0.46772567 0.62424964 0.48580182
 0.34071705 0.12169459 0.48146511 0.15536149 0.37951515 0.04060507
 0.01911819 0.19284774 0.04757517 0.58901138 0.02232858 0.01550651
 0.10112804 0.05579385 0.52968773 0.05221683 0.29176459 0.27688499
 0.55045984 0.53817907 0.25001848 0.22430864 0.23286128 0.23044709
 0.66699752]","[0.03462129 0.05962391 0.56117955 0.00177232 0.01318542 0.78175461
 0.48146511 0.15536149 0.04060507]",6,obey:protest
"[0.         0.         0.         0.11499814 0.00110299 0.00110299
 0.         0.         0.        ]",2,"[1.04235033e-02 4.48904860e-03 2.99819482e-02 5.75794769e-02
 6.16178086e-02 5.94306345e-01 2.34362297e-01 5.30634123e-01
 3.62516862e-01 9.41304868e-02 1.98641338e-01 6.51282768e-01
 6.75069221e-01 1.53185192e-02 7.48538919e-01 7.21919728e-01
 6.42156382e-01 2.68378008e-01 3.35576967e-01 6.09817579e-01
 6.83661713e-01 6.38322892e-01 2.46842794e-01 3.93469312e-01
 5.07241648e-01 5.81108961e-01 5.62885496e-01 1.66650290e-01
 4.93640549e-01 4.20807497e-01 3.06264831e-02 3.94903293e-01
 8.43793092e-03 5.85841299e-01 1.12297314e-02 5.97340845e-01
 9.46108593e-02 5.11903414e-01 7.43359366e-02 2.71784890e-01
 8.51344458e-02 1.16148695e-01 5.32730356e-03 8.56652549e-01
 7.79873609e-02 1.17069611e-01 4.56739069e-03 4.28163854e-01
 2.09261224e-01 1.95881418e-01 1.63953408e-01 9.23522464e-02
 7.31139176e-02 5.15350104e-02 2.00665329e-01 1.10623028e-01
 1.90879982e-02 6.20164331e-02 7.76234716e-02 4.28094463e-01
 7.40802504e-02 3.14795461e-01 3.29719226e-01 1.91258791e-02
 1.13753774e-01 1.04935149e-01 3.92699908e-01 1.10608783e-01
 2.22867292e-01 9.99798870e-02 4.24374104e-02 2.42757942e-01
 1.23692200e-04 1.50977876e-02 3.48094512e-02 1.36731394e-02
 4.23052161e-02 1.70530929e-02 2.18714421e-02]","[0.72191973 0.68366171 0.24684279 0.50724165 0.5628855  0.4208075
 0.019088   0.06201643 0.42809446]",4,old:young
"[0.0425848  0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.11542879 0.06676274 0.13447048 0.12275969 0.09434644 0.32962762
 0.00676617 0.27314579 0.13096538 0.21661308 0.15130419 0.11688367
 0.5057416  0.06409272 0.16347966 0.83110936 0.45178996 0.35365164
 0.52801764 0.28513615 0.57298706 0.49537928 0.37684247 0.69402592
 0.61071216 0.4910538  0.70401731 0.58124544 0.30568427 0.58428954
 0.24042732 0.08600057 0.01800737 0.03663488 0.02335991 0.06994596
 0.22416258 0.42625178 0.31323685 0.68864589 0.02850234 0.34330436
 0.02573261 0.50643219 0.05969451 0.14112176 0.12550741 0.51523244
 0.05306851 0.05737801 0.08520525 0.27815253 0.09078224 0.30643028
 0.47452679 0.05443102 0.33219742 0.21801751 0.13627037 0.0990793
 0.19398655 0.323939   0.48281738 0.07129376 0.08014636 0.24887026
 0.26424658 0.22667487 0.16539499 0.28200195 0.01996088 0.10258141
 0.15792314 0.15275413 0.13024323 0.0349103  0.52734506 0.02409776
 0.05019553]","[0.83110936 0.57298706 0.37684247 0.61071216 0.70401731 0.58428954
 0.33219742 0.21801751 0.0990793 ]",1,option:choice
"[0.04778411 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.21172672 0.21528825 0.03745192 0.39509346 0.04258534 0.59821939
 0.20403339 0.27826248 0.32474067 0.4935509  0.23530463 0.67290304
 0.38269288 0.1859372  0.05730223 0.82883675 0.63969018 0.26930941
 0.27048372 0.55416712 0.65024076 0.70910998 0.16098898 0.60333461
 0.63348678 0.53821399 0.62574288 0.26261507 0.25964607 0.65199242
 0.03747241 0.14638819 0.41342276 0.23537777 0.23968385 0.15625632
 0.10890473 0.13546622 0.14099463 0.42566393 0.11802215 0.33122418
 0.03339082 0.62158663 0.09178496 0.15400453 0.09045455 0.28809689
 0.01000063 0.0600695  0.03817572 0.13933857 0.049236   0.17675798
 0.18547311 0.2243271  0.2373109  0.19887021 0.11431364 0.104441
 0.14282097 0.11207606 0.23129079 0.12567854 0.19217854 0.26552441
 0.13118193 0.26513137 0.13255645 0.0972465  0.22653605 0.14355867
 0.33308142 0.18742477 0.17246965 0.48523966 0.27669785 0.09087691
 0.47022889]","[0.82883675 0.65024076 0.16098898 0.63348678 0.62574288 0.65199242
 0.2373109  0.19887021 0.104441  ]",1,pants:trousers
"[0.00110299 0.03869654 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.57844508 0.57818225 0.43439876 0.45490208 0.43437511 0.52425244
 0.34052361 0.68975589 0.60687039 0.23644319 0.67138808 0.41896871
 0.27093242 0.07696851 0.45899346 0.35984621 0.60381543 0.26892568
 0.10393137 0.09425849 0.8144035  0.27929761 0.30857881 0.20035736
 0.48299774 0.16583647 0.50843445 0.63498139 0.27720236 0.26886161
 0.14722467 0.444932   0.44922472 0.43233666 0.03116798 0.03768
 0.02421075 0.66377079 0.52654544 0.63197364 0.02870671 0.30761238
 0.41134056 0.15818694 0.43461874 0.42387914 0.36997064 0.24261275
 0.0895185  0.35876178 0.47234949 0.11000308 0.17499764 0.05201199
 0.68874637 0.2792567  0.35457558 0.14075666 0.14955285 0.27082844
 0.34241643 0.70110523 0.42710938 0.24417089 0.29386137 0.35998938
 0.23362875 0.444192   0.40394011 0.10869177 0.14969998 0.37251292
 0.58018645 0.06197275 0.23832033 0.69365888 0.00337648 0.056565
 0.11446707]","[0.35984621 0.8144035  0.30857881 0.48299774 0.50843445 0.26886161
 0.35457558 0.14075666 0.27082844]",2,paper:parchment
"[0.00110299 0.05779022 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.58572135 0.26667909 0.15538956 0.27141639 0.0734585  0.34225576
 0.4026784  0.46497536 0.20129105 0.41668767 0.62451961 0.15345824
 0.26249022 0.25682866 0.393248   0.68093754 0.69082396 0.27655169
 0.55855398 0.63172896 0.81859945 0.82474368 0.53411038 0.70883751
 0.70268693 0.60302905 0.63711502 0.62408238 0.24128063 0.67271083
 0.25972886 0.32340924 0.28386123 0.44193523 0.46492603 0.01434171
 0.53541002 0.14027575 0.49622565 0.57564334 0.09010874 0.39536031
 0.02215049 0.49817548 0.07506053 0.19871437 0.29615318 0.63421619
 0.07863869 0.16453694 0.0816908  0.50649523 0.02215921 0.44328894
 0.3583629  0.21265078 0.09832173 0.13685306 0.327021   0.35393489
 0.11301466 0.24064158 0.48892107 0.14103537 0.0498525  0.06360499
 0.03240611 0.09420066 0.31201224 0.10588204 0.03941716 0.41800279
 0.33084987 0.4307169  0.48946348 0.64590271 0.46846155 0.48788375
 0.12978552]","[0.68093754 0.81859945 0.53411038 0.70268693 0.63711502 0.67271083
 0.09832173 0.13685306 0.35393489]",2,pencil:pen
"[0.00110299 0.1234725  0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[5.38401557e-02 8.28090100e-02 1.70777869e-01 6.91533431e-02
 1.27454687e-01 1.08210336e-01 7.18422110e-02 3.99942215e-02
 8.39708656e-03 1.29386607e-01 6.53208687e-03 6.86664405e-02
 3.57149461e-02 1.21583104e-01 7.72824818e-02 1.62768258e-01
 6.21551112e-01 5.38184129e-01 3.54397489e-01 5.10569517e-01
 8.24765099e-01 4.74240498e-01 5.77570267e-02 1.47523131e-01
 1.08950570e-01 7.26415510e-02 1.08430028e-01 9.45925699e-02
 7.54152289e-02 9.84234307e-02 2.20391046e-02 1.52976750e-01
 1.03605921e-01 1.31841151e-02 5.38586675e-02 1.01162826e-01
 1.49774105e-01 1.27540674e-01 4.82999823e-02 1.47862330e-01
 1.39749994e-01 7.22452711e-02 1.14725884e-01 6.70581467e-02
 7.61406983e-02 5.06923010e-02 4.04151878e-02 3.32928689e-02
 7.25191480e-03 1.88396710e-02 1.58748510e-02 9.29317305e-03
 1.04929486e-01 9.59756179e-02 1.75274073e-01 6.33975245e-04
 4.30190886e-02 1.47663331e-01 8.48312439e-02 7.00916807e-02
 4.04207411e-02 1.08692935e-01 2.19470113e-02 1.94290781e-02
 3.73347062e-03 1.19210046e-02 1.32506530e-01 1.47857550e-02
 9.29305021e-02 5.45217169e-02 2.80419905e-02 2.87148242e-03
 5.94603848e-02 1.47708056e-01 3.42066175e-02 6.44524936e-02
 2.93416574e-01 3.38379597e-02 8.91852074e-02]","[0.16276826 0.8247651  0.05775703 0.10895057 0.10843003 0.09842343
 0.04301909 0.14766333 0.07009168]",2,picture:drawing
"[0.00110299 0.03513238 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.10557528 0.09678851 0.24950177 0.43615041 0.4267811  0.36679847
 0.05730371 0.5570582  0.04577438 0.40364662 0.35637947 0.65977996
 0.2749872  0.21390004 0.37734853 0.2718728  0.04409751 0.08145573
 0.02473238 0.12113977 0.80479309 0.29845392 0.15073866 0.20959142
 0.1769995  0.51668418 0.2292167  0.47387973 0.35788702 0.313546
 0.27694902 0.71149387 0.4581037  0.57621685 0.22200514 0.68566178
 0.25836248 0.39868908 0.00370932 0.53146855 0.36765826 0.22320284
 0.48815883 0.14492423 0.46273323 0.34542825 0.32295868 0.02552864
 0.00578229 0.21097783 0.00317262 0.11895784 0.11151713 0.10488078
 0.64391244 0.24850901 0.30776464 0.1420089  0.04896712 0.70337894
 0.62085643 0.5359621  0.71694239 0.3099374  0.12946358 0.27890954
 0.06183889 0.08465391 0.6637159  0.42268019 0.38976371 0.24751015
 0.36564259 0.07572206 0.46781238 0.34707004 0.45559528 0.04428009
 0.69779588]","[0.2718728  0.80479309 0.15073866 0.1769995  0.2292167  0.313546
 0.30776464 0.1420089  0.70337894]",2,pillow:cushion
"[0.         0.         0.         0.00110299 0.00110299 0.05136437
 0.         0.         0.        ]",2,"[0.56482996 0.58224678 0.37629496 0.48934146 0.26675286 0.43154535
 0.43187937 0.11287162 0.17196616 0.47881253 0.15558219 0.04875304
 0.06207613 0.13864408 0.01773117 0.5393185  0.10726326 0.65885084
 0.61138516 0.00334641 0.71628582 0.40836682 0.49441229 0.62429291
 0.73848577 0.31713493 0.3469345  0.61596444 0.71554647 0.83521079
 0.10580628 0.7197578  0.03456059 0.04688433 0.37824475 0.14941079
 0.40154677 0.40387725 0.63687206 0.50629555 0.62994037 0.49768824
 0.16646823 0.30609892 0.02679412 0.25043692 0.39340141 0.2833967
 0.09214299 0.15381417 0.01781144 0.24231951 0.37004621 0.33052352
 0.17782258 0.03986353 0.57618018 0.01248095 0.40854312 0.34367311
 0.23477519 0.5549069  0.14221699 0.65507189 0.29072182 0.4861893
 0.16592474 0.61293225 0.28104879 0.04276459 0.0250415  0.51648284
 0.09119625 0.51834309 0.29259211 0.41296838 0.24903291 0.07479305
 0.01398588]","[0.5393185  0.71628582 0.49441229 0.73848577 0.3469345  0.83521079
 0.57618018 0.01248095 0.34367311]",6,powerful:meek
"[0.04332756 0.00110299 0.00110299 0.         0.         0.
 0.         0.         0.        ]",1,"[0.27753802 0.14939292 0.23713963 0.02441734 0.07002661 0.03167487
 0.02251601 0.10642012 0.18234545 0.39163947 0.17574401 0.16525926
 0.01049126 0.15823638 0.05267937 0.83578544 0.36346025 0.15002378
 0.54672456 0.09145218 0.52093348 0.53365679 0.25749798 0.18739867
 0.53058778 0.33846786 0.4039993  0.47720914 0.21550823 0.43153472
 0.32744769 0.43162914 0.05625049 0.13705624 0.08199158 0.00171068
 0.18443962 0.7492665  0.47062625 0.54910164 0.0739127  0.19214563
 0.13983517 0.61547351 0.03849631 0.37093009 0.36333321 0.16602813
 0.02690266 0.20420796 0.01907154 0.26806302 0.03086795 0.06911149
 0.01474456 0.05570628 0.6237094  0.47121848 0.54885542 0.46811981
 0.21890971 0.58639728 0.5342639  0.06288537 0.1098946  0.08410823
 0.03905025 0.00173894 0.39171048 0.59185851 0.53861264 0.12812903
 0.07927127 0.16131038 0.39814055 0.49271256 0.12715413 0.03956785
 0.48679623]","[0.83578544 0.52093348 0.25749798 0.53058778 0.4039993  0.43153472
 0.6237094  0.47121848 0.46811981]",1,pretty:beautiful
"[0.         0.         0.         0.03833271 0.00110299 0.00110299
 0.         0.         0.        ]",2,"[3.49932978e-01 3.53516984e-01 2.24733890e-01 3.50012177e-01
 1.39478987e-01 2.36705258e-01 5.31728588e-02 2.41801162e-01
 8.36046737e-03 2.58569086e-01 1.03696395e-01 4.16177365e-01
 4.61160165e-02 3.23359660e-01 2.65278444e-02 6.92693388e-01
 2.08214228e-01 5.75727033e-01 6.41414019e-01 9.52743121e-02
 5.26063869e-01 5.15878346e-01 2.70156103e-02 3.85586727e-01
 8.26206442e-01 3.99039984e-01 2.19737150e-01 4.90096379e-01
 9.92358250e-02 5.43776455e-01 5.69789583e-03 7.38904483e-01
 1.20292040e-01 1.66998708e-01 1.35818253e-01 2.15992638e-01
 1.86250185e-01 3.53390873e-01 4.46583702e-01 3.75108999e-02
 6.08528512e-01 6.25178933e-02 6.44926547e-02 8.26743789e-01
 9.63315188e-02 1.00005854e-01 2.68607026e-01 1.03437191e-01
 3.71836380e-02 1.25835233e-01 1.06544417e-01 8.61354890e-02
 3.64040904e-02 9.10503926e-02 1.70865409e-01 8.77301755e-02
 1.56803468e-01 8.11096473e-03 3.12625705e-01 3.15890328e-02
 2.36564895e-01 7.58594163e-02 1.33659454e-01 4.56003100e-02
 1.42354760e-02 5.19548914e-03 5.61899994e-03 4.02878771e-02
 2.55579841e-01 3.08433227e-01 1.85719684e-01 4.01820907e-04
 1.40170353e-01 4.52648579e-01 2.60167894e-01 5.92662081e-01
 2.91461773e-01 1.23711364e-01 5.75188067e-01]","[0.69269339 0.52606387 0.02701561 0.82620644 0.21973715 0.54377645
 0.15680347 0.00811096 0.03158903]",4,pretty:ugly
